,businessId,id,label
70,15,70,CURBSIDE PICKUP
71,15,71,TRAINED WORKERS
72,15,72,LOW DENSITY
73,16,73,MASKS REQUIRED
74,16,74,OUTDOOR DINING
75,16,75,DISINFECTION
76,16,76,TRAINED WORKERS
77,17,77,MASKS REQUIRED
78,17,78,INDOOR DINING
79,17,79,CURBSIDE PICKUP
80,17,80,DISINFECTION
81,17,81,TRAINED WORKERS
82,18,82,MASKS REQUIRED
83,18,83,OUTDOOR DINING
84,18,84,DISINFECTION
85,18,85,TRAINED WORKERS
86,19,86,MASKS REQUIRED
87,19,87,OUTDOOR DINING
88,19,88,INDOOR DINING
89,19,89,CURBSIDE PICKUP
90,19,90,TRAINED WORKERS
91,19,91,ADEQUATE SUPPLIES
92,20,92,6 FT APART
93,20,93,INDOOR DINING
94,20,94,TRAINED WORKERS
95,20,95,LOW DENSITY
96,21,96,OUTDOOR DINING
97,21,97,CURBSIDE PICKUP
98,21,98,DISINFECTION
99,21,99,TRAINED WORKERS
100,21,100,LOW DENSITY
101,21,101,ADEQUATE SUPPLIES
102,22,102,INDOOR DINING
103,22,103,DISINFECTION
104,22,104,LOW DENSITY
105,23,105,6 FT APART
106,23,106,OUTDOOR DINING
107,23,107,LOW DENSITY
108,23,108,ADEQUATE SUPPLIES
109,24,109,MASKS REQUIRED
110,24,110,6 FT APART
111,24,111,CURBSIDE PICKUP
112,24,112,TRAINED WORKERS
113,24,113,LOW DENSITY
114,24,114,ADEQUATE SUPPLIES
115,25,115,6 FT APART
116,25,116,DISINFECTION
117,26,117,MASKS REQUIRED
118,26,118,6 FT APART
119,26,119,CURBSIDE PICKUP
120,26,120,DISINFECTION
121,26,121,TRAINED WORKERS
122,26,122,LOW DENSITY
123,27,123,OUTDOOR DINING
124,27,124,CURBSIDE PICKUP
125,27,125,DISINFECTION
126,28,126,INDOOR DINING
127,28,127,CURBSIDE PICKUP
128,28,128,TRAINED WORKERS
129,28,129,ADEQUATE SUPPLIES
130,29,130,MASKS REQUIRED
131,29,131,CURBSIDE PICKUP
132,29,132,DISINFECTION
133,29,133,TRAINED WORKERS
134,29,134,ADEQUATE SUPPLIES
135,30,135,6 FT APART
136,30,136,OUTDOOR DINING
137,30,137,LOW DENSITY
138,31,138,MASKS REQUIRED
139,31,139,OUTDOOR DINING
140,31,140,CURBSIDE PICKUP
141,31,141,DISINFECTION
142,31,142,TRAINED WORKERS
143,31,143,ADEQUATE SUPPLIES
144,32,144,MASKS REQUIRED
145,32,145,OUTDOOR DINING
146,32,146,CURBSIDE PICKUP
147,32,147,LOW DENSITY
148,33,148,MASKS REQUIRED
149,33,149,6 FT APART
150,33,150,INDOOR DINING
151,33,151,CURBSIDE PICKUP
152,33,152,DISINFECTION
153,33,153,TRAINED WORKERS
154,33,154,LOW DENSITY
155,33,155,ADEQUATE SUPPLIES
156,34,156,MASKS REQUIRED
157,34,157,OUTDOOR DINING
158,34,158,INDOOR DINING
159,34,159,CURBSIDE PICKUP
160,34,160,DISINFECTION
161,34,161,LOW DENSITY
162,34,162,ADEQUATE SUPPLIES
163,35,163,MASKS REQUIRED
164,35,164,6 FT APART
165,35,165,CURBSIDE PICKUP
166,35,166,TRAINED WORKERS
167,35,167,LOW DENSITY
168,35,168,ADEQUATE SUPPLIES
169,36,169,MASKS REQUIRED
170,36,170,6 FT APART
171,36,171,OUTDOOR DINING
172,36,172,INDOOR DINING
173,36,173,CURBSIDE PICKUP
174,36,174,DISINFECTION
175,36,175,LOW DENSITY
176,36,176,ADEQUATE SUPPLIES
177,37,177,MASKS REQUIRED
178,37,178,6 FT APART
179,37,179,OUTDOOR DINING
180,37,180,INDOOR DINING
181,37,181,DISINFECTION
182,37,182,TRAINED WORKERS
183,37,183,LOW DENSITY
184,37,184,ADEQUATE SUPPLIES
185,38,185,MASKS REQUIRED
186,38,186,CURBSIDE PICKUP
187,38,187,TRAINED WORKERS
188,38,188,ADEQUATE SUPPLIES
189,39,189,MASKS REQUIRED
190,39,190,6 FT APART
191,39,191,OUTDOOR DINING
192,39,192,DISINFECTION
193,39,193,TRAINED WORKERS
194,39,194,ADEQUATE SUPPLIES
195,40,195,MASKS REQUIRED
196,40,196,OUTDOOR DINING
197,40,197,INDOOR DINING
198,40,198,CURBSIDE PICKUP
199,40,199,TRAINED WORKERS
200,40,200,ADEQUATE SUPPLIES
201,41,201,6 FT APART
202,41,202,INDOOR DINING
203,41,203,CURBSIDE PICKUP
204,41,204,DISINFECTION
205,41,205,ADEQUATE SUPPLIES
206,42,206,6 FT APART
207,42,207,OUTDOOR DINING
208,42,208,TRAINED WORKERS
209,43,209,MASKS REQUIRED
210,43,210,OUTDOOR DINING
211,43,211,INDOOR DINING
212,43,212,DISINFECTION
213,43,213,TRAINED WORKERS
214,43,214,LOW DENSITY
215,44,215,OUTDOOR DINING
216,44,216,INDOOR DINING
217,44,217,CURBSIDE PICKUP
218,44,218,TRAINED WORKERS
219,44,219,LOW DENSITY
220,44,220,ADEQUATE SUPPLIES
221,45,221,MASKS REQUIRED
222,45,222,6 FT APART
223,45,223,OUTDOOR DINING
224,45,224,INDOOR DINING
225,45,225,CURBSIDE PICKUP
226,45,226,ADEQUATE SUPPLIES
227,46,227,CURBSIDE PICKUP
228,46,228,DISINFECTION
229,46,229,ADEQUATE SUPPLIES
230,47,230,MASKS REQUIRED
231,47,231,TRAINED WORKERS
232,47,232,ADEQUATE SUPPLIES
233,48,233,MASKS REQUIRED
234,48,234,OUTDOOR DINING
235,48,235,INDOOR DINING
236,48,236,LOW DENSITY
237,48,237,ADEQUATE SUPPLIES
238,49,238,MASKS REQUIRED
239,49,239,6 FT APART
240,49,240,CURBSIDE PICKUP
241,49,241,LOW DENSITY
242,50,242,OUTDOOR DINING
243,50,243,CURBSIDE PICKUP
244,50,244,DISINFECTION
245,50,245,LOW DENSITY
246,51,246,OUTDOOR DINING
247,51,247,INDOOR DINING
248,51,248,LOW DENSITY
249,51,249,ADEQUATE SUPPLIES
250,52,250,MASKS REQUIRED
251,52,251,OUTDOOR DINING
252,52,252,CURBSIDE PICKUP
253,52,253,DISINFECTION
254,52,254,TRAINED WORKERS
255,52,255,LOW DENSITY
256,52,256,ADEQUATE SUPPLIES
257,53,257,TRAINED WORKERS
258,53,258,LOW DENSITY
259,53,259,ADEQUATE SUPPLIES
260,54,260,MASKS REQUIRED
261,54,261,6 FT APART
262,54,262,CURBSIDE PICKUP
263,54,263,TRAINED WORKERS
264,55,264,MASKS REQUIRED
265,55,265,OUTDOOR DINING
266,55,266,CURBSIDE PICKUP
267,55,267,TRAINED WORKERS
268,55,268,LOW DENSITY
269,56,269,6 FT APART
270,56,270,OUTDOOR DINING
271,56,271,DISINFECTION
272,56,272,TRAINED WORKERS
273,56,273,LOW DENSITY
274,56,274,ADEQUATE SUPPLIES
275,57,275,MASKS REQUIRED
276,57,276,6 FT APART
277,57,277,INDOOR DINING
278,57,278,CURBSIDE PICKUP
279,57,279,TRAINED WORKERS
280,57,280,LOW DENSITY
281,57,281,ADEQUATE SUPPLIES
282,58,282,INDOOR DINING
283,59,283,6 FT APART
284,59,284,OUTDOOR DINING
285,59,285,CURBSIDE PICKUP
286,59,286,DISINFECTION
287,60,287,OUTDOOR DINING
288,60,288,INDOOR DINING
289,60,289,TRAINED WORKERS
290,60,290,ADEQUATE SUPPLIES
291,61,291,6 FT APART
292,61,292,OUTDOOR DINING
293,61,293,CURBSIDE PICKUP
294,61,294,LOW DENSITY
295,62,295,MASKS REQUIRED
296,62,296,6 FT APART
297,62,297,OUTDOOR DINING
298,62,298,TRAINED WORKERS
299,62,299,LOW DENSITY
300,62,300,ADEQUATE SUPPLIES
301,63,301,6 FT APART
302,63,302,CURBSIDE PICKUP
303,63,303,DISINFECTION
304,63,304,LOW DENSITY
305,64,305,OUTDOOR DINING
306,64,306,INDOOR DINING
307,64,307,DISINFECTION
308,64,308,LOW DENSITY
309,65,309,MASKS REQUIRED
310,65,310,6 FT APART
311,65,311,OUTDOOR DINING
312,65,312,CURBSIDE PICKUP
313,65,313,DISINFECTION
314,65,314,LOW DENSITY
315,65,315,ADEQUATE SUPPLIES
316,66,316,INDOOR DINING
317,66,317,CURBSIDE PICKUP
318,66,318,DISINFECTION
319,66,319,ADEQUATE SUPPLIES
320,67,320,OUTDOOR DINING
321,67,321,CURBSIDE PICKUP
322,67,322,TRAINED WORKERS
323,67,323,LOW DENSITY
324,68,324,MASKS REQUIRED
325,68,325,OUTDOOR DINING
326,68,326,INDOOR DINING
327,68,327,DISINFECTION
328,69,328,MASKS REQUIRED
329,69,329,6 FT APART
330,69,330,CURBSIDE PICKUP
331,69,331,ADEQUATE SUPPLIES
332,70,332,MASKS REQUIRED
333,70,333,6 FT APART
334,70,334,LOW DENSITY
335,71,335,MASKS REQUIRED
336,71,336,6 FT APART
337,71,337,TRAINED WORKERS
338,71,338,LOW DENSITY
339,71,339,ADEQUATE SUPPLIES
340,72,340,MASKS REQUIRED
341,72,341,OUTDOOR DINING
342,72,342,DISINFECTION
343,72,343,LOW DENSITY
344,73,344,MASKS REQUIRED
345,73,345,6 FT APART
346,73,346,OUTDOOR DINING
347,73,347,CURBSIDE PICKUP
348,73,348,LOW DENSITY
349,73,349,ADEQUATE SUPPLIES
350,74,350,INDOOR DINING
351,74,351,CURBSIDE PICKUP
352,74,352,DISINFECTION
353,74,353,LOW DENSITY
354,75,354,MASKS REQUIRED
355,75,355,INDOOR DINING
356,75,356,DISINFECTION
357,75,357,TRAINED WORKERS
358,75,358,ADEQUATE SUPPLIES
359,76,359,6 FT APART
360,76,360,OUTDOOR DINING
361,76,361,INDOOR DINING
362,76,362,CURBSIDE PICKUP
363,76,363,DISINFECTION
364,76,364,TRAINED WORKERS
365,76,365,LOW DENSITY
366,77,366,MASKS REQUIRED
367,77,367,6 FT APART
368,77,368,DISINFECTION
369,77,369,ADEQUATE SUPPLIES
370,78,370,MASKS REQUIRED
371,78,371,OUTDOOR DINING
372,78,372,INDOOR DINING
373,78,373,LOW DENSITY
374,78,374,ADEQUATE SUPPLIES
375,79,375,6 FT APART
376,79,376,OUTDOOR DINING
377,79,377,DISINFECTION
378,79,378,LOW DENSITY
379,80,379,6 FT APART
380,80,380,INDOOR DINING
381,80,381,CURBSIDE PICKUP
382,80,382,TRAINED WORKERS
383,81,383,MASKS REQUIRED
384,81,384,6 FT APART
385,81,385,OUTDOOR DINING
386,81,386,CURBSIDE PICKUP
387,81,387,DISINFECTION
388,81,388,TRAINED WORKERS
389,82,389,MASKS REQUIRED
390,82,390,CURBSIDE PICKUP
391,82,391,LOW DENSITY
392,83,392,6 FT APART
393,83,393,OUTDOOR DINING
394,83,394,CURBSIDE PICKUP
395,83,395,TRAINED WORKERS
396,84,396,6 FT APART
397,85,397,MASKS REQUIRED
398,85,398,TRAINED WORKERS
399,85,399,LOW DENSITY
400,86,400,MASKS REQUIRED
401,86,401,OUTDOOR DINING
402,86,402,INDOOR DINING
403,86,403,CURBSIDE PICKUP
404,86,404,LOW DENSITY
405,86,405,ADEQUATE SUPPLIES
406,87,406,MASKS REQUIRED
407,87,407,6 FT APART
408,87,408,OUTDOOR DINING
409,87,409,CURBSIDE PICKUP
410,87,410,DISINFECTION
411,87,411,TRAINED WORKERS
412,87,412,ADEQUATE SUPPLIES
413,88,413,MASKS REQUIRED
414,88,414,6 FT APART
415,88,415,INDOOR DINING
416,88,416,CURBSIDE PICKUP
417,88,417,DISINFECTION
418,88,418,TRAINED WORKERS
419,88,419,ADEQUATE SUPPLIES
420,89,420,INDOOR DINING
421,89,421,TRAINED WORKERS
422,89,422,LOW DENSITY
423,90,423,MASKS REQUIRED
424,90,424,6 FT APART
425,90,425,LOW DENSITY
426,90,426,ADEQUATE SUPPLIES
427,91,427,6 FT APART
428,91,428,INDOOR DINING
429,91,429,TRAINED WORKERS
430,91,430,LOW DENSITY
431,92,431,MASKS REQUIRED
432,92,432,6 FT APART
433,92,433,INDOOR DINING
434,92,434,CURBSIDE PICKUP
435,92,435,TRAINED WORKERS
436,92,436,ADEQUATE SUPPLIES
437,93,437,OUTDOOR DINING
438,93,438,CURBSIDE PICKUP
439,93,439,TRAINED WORKERS
440,93,440,ADEQUATE SUPPLIES
441,94,441,OUTDOOR DINING
442,94,442,CURBSIDE PICKUP
443,94,443,DISINFECTION
444,94,444,LOW DENSITY
445,94,445,ADEQUATE SUPPLIES
446,95,446,INDOOR DINING
447,95,447,CURBSIDE PICKUP
448,95,448,DISINFECTION
449,95,449,LOW DENSITY
450,96,450,MASKS REQUIRED
451,96,451,TRAINED WORKERS
452,97,452,OUTDOOR DINING
453,97,453,INDOOR DINING
454,97,454,CURBSIDE PICKUP
455,97,455,DISINFECTION
456,97,456,TRAINED WORKERS
457,97,457,ADEQUATE SUPPLIES
458,98,458,MASKS REQUIRED
459,98,459,OUTDOOR DINING
460,98,460,TRAINED WORKERS
461,98,461,LOW DENSITY
462,99,462,MASKS REQUIRED
463,99,463,6 FT APART
464,99,464,CURBSIDE PICKUP
465,99,465,TRAINED WORKERS
466,99,466,LOW DENSITY
467,100,467,6 FT APART
468,100,468,OUTDOOR DINING
469,100,469,INDOOR DINING
470,100,470,TRAINED WORKERS
471,100,471,LOW DENSITY
472,101,472,MASKS REQUIRED
473,101,473,INDOOR DINING
474,101,474,CURBSIDE PICKUP
475,101,475,DISINFECTION
476,101,476,TRAINED WORKERS
477,102,477,MASKS REQUIRED
478,102,478,6 FT APART
479,102,479,OUTDOOR DINING
480,102,480,INDOOR DINING
481,102,481,TRAINED WORKERS
482,102,482,LOW DENSITY
483,103,483,MASKS REQUIRED
484,103,484,6 FT APART
485,103,485,CURBSIDE PICKUP
486,103,486,DISINFECTION
487,103,487,TRAINED WORKERS
488,103,488,LOW DENSITY
489,104,489,MASKS REQUIRED
490,104,490,INDOOR DINING
491,104,491,DISINFECTION
492,105,492,6 FT APART
493,105,493,OUTDOOR DINING
494,105,494,LOW DENSITY
495,106,495,6 FT APART
496,106,496,INDOOR DINING
497,106,497,CURBSIDE PICKUP
498,106,498,LOW DENSITY
499,106,499,ADEQUATE SUPPLIES
500,108,500,MASKS REQUIRED
501,108,501,OUTDOOR DINING
502,108,502,INDOOR DINING
503,108,503,CURBSIDE PICKUP
504,108,504,DISINFECTION
505,108,505,LOW DENSITY
506,109,506,MASKS REQUIRED
507,109,507,OUTDOOR DINING
508,109,508,INDOOR DINING
509,109,509,DISINFECTION
510,110,510,MASKS REQUIRED
511,110,511,OUTDOOR DINING
512,110,512,INDOOR DINING
513,110,513,CURBSIDE PICKUP
514,110,514,ADEQUATE SUPPLIES
515,111,515,MASKS REQUIRED
516,111,516,OUTDOOR DINING
517,111,517,INDOOR DINING
518,111,518,CURBSIDE PICKUP
519,111,519,DISINFECTION
520,111,520,TRAINED WORKERS
521,111,521,ADEQUATE SUPPLIES
522,112,522,MASKS REQUIRED
523,112,523,6 FT APART
524,112,524,OUTDOOR DINING
525,112,525,INDOOR DINING
526,112,526,TRAINED WORKERS
527,112,527,ADEQUATE SUPPLIES
528,113,528,MASKS REQUIRED
529,113,529,6 FT APART
530,113,530,OUTDOOR DINING
531,113,531,INDOOR DINING
532,113,532,LOW DENSITY
533,113,533,ADEQUATE SUPPLIES
534,114,534,6 FT APART
535,114,535,DISINFECTION
536,114,536,ADEQUATE SUPPLIES
537,115,537,INDOOR DINING
538,115,538,CURBSIDE PICKUP
539,115,539,TRAINED WORKERS
540,115,540,ADEQUATE SUPPLIES
541,116,541,MASKS REQUIRED
542,116,542,OUTDOOR DINING
543,116,543,INDOOR DINING
544,116,544,LOW DENSITY
545,117,545,6 FT APART
546,117,546,INDOOR DINING
547,117,547,CURBSIDE PICKUP
548,117,548,TRAINED WORKERS
549,118,549,6 FT APART
550,118,550,INDOOR DINING
551,118,551,LOW DENSITY
552,119,552,MASKS REQUIRED
553,119,553,6 FT APART
554,119,554,OUTDOOR DINING
555,119,555,CURBSIDE PICKUP
556,119,556,TRAINED WORKERS
557,119,557,LOW DENSITY
558,120,558,MASKS REQUIRED
559,120,559,INDOOR DINING
560,120,560,CURBSIDE PICKUP
561,120,561,DISINFECTION
562,120,562,TRAINED WORKERS
563,120,563,LOW DENSITY
564,121,564,MASKS REQUIRED
565,121,565,6 FT APART
566,121,566,INDOOR DINING
567,121,567,CURBSIDE PICKUP
568,121,568,LOW DENSITY
569,122,569,6 FT APART
570,122,570,OUTDOOR DINING
571,122,571,CURBSIDE PICKUP
572,122,572,LOW DENSITY
573,123,573,6 FT APART
574,123,574,CURBSIDE PICKUP
575,124,575,MASKS REQUIRED
576,124,576,OUTDOOR DINING
577,124,577,INDOOR DINING
578,124,578,DISINFECTION
579,124,579,TRAINED WORKERS
580,124,580,LOW DENSITY
581,125,581,6 FT APART
582,125,582,OUTDOOR DINING
583,125,583,DISINFECTION
584,125,584,TRAINED WORKERS
585,125,585,LOW DENSITY
586,125,586,ADEQUATE SUPPLIES
587,126,587,INDOOR DINING
588,126,588,DISINFECTION
589,126,589,LOW DENSITY
590,127,590,6 FT APART
591,127,591,TRAINED WORKERS
592,127,592,LOW DENSITY
593,127,593,ADEQUATE SUPPLIES
594,128,594,LOW DENSITY
595,128,595,ADEQUATE SUPPLIES
596,129,596,6 FT APART
597,129,597,INDOOR DINING
598,129,598,DISINFECTION
599,129,599,TRAINED WORKERS
600,129,600,ADEQUATE SUPPLIES
601,130,601,MASKS REQUIRED
602,130,602,6 FT APART
603,130,603,INDOOR DINING
604,130,604,DISINFECTION
605,131,605,MASKS REQUIRED
606,131,606,6 FT APART
607,131,607,OUTDOOR DINING
608,131,608,CURBSIDE PICKUP
609,131,609,DISINFECTION
610,131,610,LOW DENSITY
611,132,611,MASKS REQUIRED
612,132,612,CURBSIDE PICKUP
613,132,613,DISINFECTION
614,132,614,LOW DENSITY
615,132,615,ADEQUATE SUPPLIES
616,133,616,MASKS REQUIRED
617,133,617,CURBSIDE PICKUP
618,133,618,DISINFECTION
619,133,619,ADEQUATE SUPPLIES
620,134,620,OUTDOOR DINING
621,134,621,INDOOR DINING
622,134,622,CURBSIDE PICKUP
623,134,623,DISINFECTION
624,134,624,TRAINED WORKERS
625,134,625,LOW DENSITY
626,135,626,MASKS REQUIRED
627,135,627,6 FT APART
628,135,628,CURBSIDE PICKUP
629,135,629,TRAINED WORKERS
630,135,630,LOW DENSITY
631,136,631,MASKS REQUIRED
632,136,632,TRAINED WORKERS
633,136,633,ADEQUATE SUPPLIES
634,137,634,6 FT APART
635,137,635,OUTDOOR DINING
636,137,636,INDOOR DINING
637,137,637,CURBSIDE PICKUP
638,137,638,LOW DENSITY
639,137,639,ADEQUATE SUPPLIES
640,138,640,INDOOR DINING
641,138,641,DISINFECTION
642,138,642,LOW DENSITY
643,138,643,ADEQUATE SUPPLIES
644,139,644,6 FT APART
645,139,645,OUTDOOR DINING
646,139,646,INDOOR DINING
647,139,647,CURBSIDE PICKUP
648,139,648,TRAINED WORKERS
649,139,649,LOW DENSITY
650,140,650,MASKS REQUIRED
651,140,651,OUTDOOR DINING
652,140,652,INDOOR DINING
653,140,653,CURBSIDE PICKUP
654,140,654,TRAINED WORKERS
655,140,655,LOW DENSITY
656,141,656,MASKS REQUIRED
657,141,657,6 FT APART
658,141,658,INDOOR DINING
659,141,659,CURBSIDE PICKUP
660,141,660,DISINFECTION
661,141,661,TRAINED WORKERS
662,141,662,LOW DENSITY
663,141,663,ADEQUATE SUPPLIES
664,142,664,CURBSIDE PICKUP
665,142,665,DISINFECTION
666,142,666,TRAINED WORKERS
667,142,667,ADEQUATE SUPPLIES
668,143,668,OUTDOOR DINING
669,143,669,INDOOR DINING
670,143,670,CURBSIDE PICKUP
671,143,671,TRAINED WORKERS
672,143,672,LOW DENSITY
673,143,673,ADEQUATE SUPPLIES
674,144,674,INDOOR DINING
675,144,675,DISINFECTION
676,144,676,LOW DENSITY
677,144,677,ADEQUATE SUPPLIES
678,145,678,MASKS REQUIRED
679,145,679,6 FT APART
680,145,680,INDOOR DINING
681,145,681,CURBSIDE PICKUP
682,146,682,MASKS REQUIRED
683,146,683,6 FT APART
684,146,684,OUTDOOR DINING
685,146,685,INDOOR DINING
686,146,686,LOW DENSITY
687,146,687,ADEQUATE SUPPLIES
688,147,688,MASKS REQUIRED
689,147,689,OUTDOOR DINING
690,147,690,INDOOR DINING
691,147,691,TRAINED WORKERS
692,147,692,LOW DENSITY
693,147,693,ADEQUATE SUPPLIES
694,148,694,MASKS REQUIRED
695,148,695,OUTDOOR DINING
696,148,696,TRAINED WORKERS
697,148,697,LOW DENSITY
698,148,698,ADEQUATE SUPPLIES
699,149,699,6 FT APART
700,149,700,INDOOR DINING
701,149,701,CURBSIDE PICKUP
702,149,702,DISINFECTION
703,149,703,ADEQUATE SUPPLIES
704,150,704,MASKS REQUIRED
705,150,705,6 FT APART
706,150,706,OUTDOOR DINING
707,150,707,INDOOR DINING
708,150,708,TRAINED WORKERS
709,151,709,MASKS REQUIRED
710,151,710,6 FT APART
711,151,711,INDOOR DINING
712,151,712,TRAINED WORKERS
713,151,713,LOW DENSITY
714,152,714,MASKS REQUIRED
715,152,715,6 FT APART
716,152,716,CURBSIDE PICKUP
717,152,717,DISINFECTION
718,152,718,TRAINED WORKERS
719,152,719,LOW DENSITY
720,153,720,INDOOR DINING
721,153,721,DISINFECTION
722,153,722,LOW DENSITY
723,153,723,ADEQUATE SUPPLIES
724,154,724,MASKS REQUIRED
725,154,725,6 FT APART
726,154,726,DISINFECTION
727,154,727,LOW DENSITY
728,154,728,ADEQUATE SUPPLIES
729,155,729,CURBSIDE PICKUP
730,155,730,DISINFECTION
731,155,731,TRAINED WORKERS
732,155,732,LOW DENSITY
733,156,733,MASKS REQUIRED
734,156,734,6 FT APART
735,156,735,OUTDOOR DINING
736,156,736,INDOOR DINING
737,156,737,ADEQUATE SUPPLIES
738,157,738,OUTDOOR DINING
739,157,739,CURBSIDE PICKUP
740,157,740,DISINFECTION
741,157,741,TRAINED WORKERS
742,157,742,ADEQUATE SUPPLIES
743,158,743,OUTDOOR DINING
744,158,744,CURBSIDE PICKUP
745,158,745,DISINFECTION
746,158,746,TRAINED WORKERS
747,158,747,LOW DENSITY
748,158,748,ADEQUATE SUPPLIES
749,159,749,6 FT APART
750,159,750,OUTDOOR DINING
751,159,751,CURBSIDE PICKUP
752,159,752,DISINFECTION
753,160,753,MASKS REQUIRED
754,160,754,6 FT APART
755,160,755,INDOOR DINING
756,160,756,CURBSIDE PICKUP
757,160,757,LOW DENSITY
758,161,758,MASKS REQUIRED
759,161,759,INDOOR DINING
760,161,760,CURBSIDE PICKUP
761,161,761,DISINFECTION
762,162,762,6 FT APART
763,162,763,DISINFECTION
764,162,764,TRAINED WORKERS
765,162,765,LOW DENSITY
766,162,766,ADEQUATE SUPPLIES
767,163,767,MASKS REQUIRED
768,163,768,OUTDOOR DINING
769,163,769,CURBSIDE PICKUP
770,163,770,DISINFECTION
771,163,771,TRAINED WORKERS
772,163,772,LOW DENSITY
773,163,773,ADEQUATE SUPPLIES
774,164,774,MASKS REQUIRED
775,164,775,6 FT APART
776,164,776,OUTDOOR DINING
777,164,777,CURBSIDE PICKUP
778,164,778,DISINFECTION
779,164,779,TRAINED WORKERS
780,164,780,ADEQUATE SUPPLIES
781,165,781,MASKS REQUIRED
782,165,782,CURBSIDE PICKUP
783,165,783,DISINFECTION
784,165,784,TRAINED WORKERS
785,165,785,LOW DENSITY
786,166,786,MASKS REQUIRED
787,166,787,INDOOR DINING
788,166,788,ADEQUATE SUPPLIES
789,167,789,MASKS REQUIRED
790,167,790,OUTDOOR DINING
791,167,791,INDOOR DINING
792,167,792,CURBSIDE PICKUP
793,167,793,LOW DENSITY
794,168,794,MASKS REQUIRED
795,168,795,6 FT APART
796,168,796,INDOOR DINING
797,168,797,CURBSIDE PICKUP
798,168,798,TRAINED WORKERS
799,168,799,ADEQUATE SUPPLIES
800,169,800,MASKS REQUIRED
801,169,801,6 FT APART
802,169,802,INDOOR DINING
803,169,803,CURBSIDE PICKUP
804,169,804,TRAINED WORKERS
805,169,805,LOW DENSITY
806,169,806,ADEQUATE SUPPLIES
807,170,807,MASKS REQUIRED
808,170,808,OUTDOOR DINING
809,170,809,INDOOR DINING
810,170,810,DISINFECTION
811,170,811,TRAINED WORKERS
812,170,812,LOW DENSITY
813,170,813,ADEQUATE SUPPLIES
814,171,814,MASKS REQUIRED
815,171,815,OUTDOOR DINING
816,171,816,INDOOR DINING
817,171,817,LOW DENSITY
818,172,818,MASKS REQUIRED
819,172,819,6 FT APART
820,172,820,OUTDOOR DINING
821,172,821,INDOOR DINING
822,172,822,CURBSIDE PICKUP
823,172,823,TRAINED WORKERS
824,172,824,LOW DENSITY
825,173,825,MASKS REQUIRED
826,173,826,INDOOR DINING
827,173,827,LOW DENSITY
828,174,828,MASKS REQUIRED
829,174,829,6 FT APART
830,174,830,OUTDOOR DINING
831,174,831,CURBSIDE PICKUP
832,174,832,LOW DENSITY
833,175,833,6 FT APART
834,175,834,DISINFECTION
835,175,835,TRAINED WORKERS
836,175,836,ADEQUATE SUPPLIES
837,176,837,OUTDOOR DINING
838,176,838,INDOOR DINING
839,176,839,CURBSIDE PICKUP
840,176,840,ADEQUATE SUPPLIES
841,177,841,OUTDOOR DINING
842,177,842,DISINFECTION
843,177,843,LOW DENSITY
844,177,844,ADEQUATE SUPPLIES
845,178,845,MASKS REQUIRED
846,178,846,6 FT APART
